TagName,DateTime,Value,vValue,Unit,StartDateTime
03FECONTROL.03FIC10.OUT,7/1/2022 00:05:00,19,19,%,7/1/2022 00:00:00
03FECONTROL.03FIC10.OUT,7/1/2022 00:10:00,19,19,%,7/1/2022 00:05:00
03FECONTROL.03FIC10.OUT,7/1/2022 00:15:00,19,19,%,7/1/2022 00:10:00
03FECONTROL.03FIC10.OUT,7/1/2022 00:20:00,19,19,%,7/1/2022 00:15:00
03FECONTROL.03FIC10.OUT,7/1/2022 00:25:00,19,19,%,7/1/2022 00:20:00
03FECONTROL.03FIC10.OUT,7/1/2022 00:30:00,19,19,%,7/1/2022 00:25:00
03FECONTROL.03FIC10.OUT,7/1/2022 00:35:00,19,19,%,7/1/2022 00:30:00
03FECONTROL.03FIC10.OUT,7/1/2022 00:40:00,19,19,%,7/1/2022 00:35:00
03FECONTROL.03FIC10.OUT,7/1/2022 00:45:00,19,19,%,7/1/2022 00:40:00
03FECONTROL.03FIC10.OUT,7/1/2022 00:50:00,19,19,%,7/1/2022 00:45:00
03FECONTROL.03FIC10.OUT,7/1/2022 00:55:00,19,19,%,7/1/2022 00:50:00
03FECONTROL.03FIC10.OUT,7/1/2022 01:00:00,19,19,%,7/1/2022 00:55:00
03FECONTROL.03FIC10.OUT,7/1/2022 01:05:00,19,19,%,7/1/2022 01:00:00
03FECONTROL.03FIC10.OUT,7/1/2022 01:10:00,19,19,%,7/1/2022 01:05:00
03FECONTROL.03FIC10.OUT,7/1/2022 01:15:00,19,19,%,7/1/2022 01:10:00
03FECONTROL.03FIC10.OUT,7/1/2022 01:20:00,19,19,%,7/1/2022 01:15:00
03FECONTROL.03FIC10.OUT,7/1/2022 01:25:00,19,19,%,7/1/2022 01:20:00
03FECONTROL.03FIC10.OUT,7/1/2022 01:30:00,19,19,%,7/1/2022 01:25:00
03FECONTROL.03FIC10.OUT,7/1/2022 01:35:00,19,19,%,7/1/2022 01:30:00
03FECONTROL.03FIC10.OUT,7/1/2022 01:40:00,19,19,%,7/1/2022 01:35:00
03FECONTROL.03FIC10.OUT,7/1/2022 01:45:00,19,19,%,7/1/2022 01:40:00
03FECONTROL.03FIC10.OUT,7/1/2022 01:50:00,19,19,%,7/1/2022 01:45:00
03FECONTROL.03FIC10.OUT,7/1/2022 01:55:00,19,19,%,7/1/2022 01:50:00
03FECONTROL.03FIC10.OUT,7/1/2022 02:00:00,19,19,%,7/1/2022 01:55:00
03FECONTROL.03FIC10.OUT,7/1/2022 02:05:00,19,19,%,7/1/2022 02:00:00
03FECONTROL.03FIC10.OUT,7/1/2022 02:10:00,19,19,%,7/1/2022 02:05:00
03FECONTROL.03FIC10.OUT,7/1/2022 02:15:00,19,19,%,7/1/2022 02:10:00
03FECONTROL.03FIC10.OUT,7/1/2022 02:20:00,19,19,%,7/1/2022 02:15:00
03FECONTROL.03FIC10.OUT,7/1/2022 02:25:00,19,19,%,7/1/2022 02:20:00
03FECONTROL.03FIC10.OUT,7/1/2022 02:30:00,19,19,%,7/1/2022 02:25:00
03FECONTROL.03FIC10.OUT,7/1/2022 02:35:00,19,19,%,7/1/2022 02:30:00
03FECONTROL.03FIC10.OUT,7/1/2022 02:40:00,19,19,%,7/1/2022 02:35:00
03FECONTROL.03FIC10.OUT,7/1/2022 02:45:00,19,19,%,7/1/2022 02:40:00
03FECONTROL.03FIC10.OUT,7/1/2022 02:50:00,19,19,%,7/1/2022 02:45:00
03FECONTROL.03FIC10.OUT,7/1/2022 02:55:00,19,19,%,7/1/2022 02:50:00
03FECONTROL.03FIC10.OUT,7/1/2022 03:00:00,19,19,%,7/1/2022 02:55:00
03FECONTROL.03FIC10.OUT,7/1/2022 03:05:00,19,19,%,7/1/2022 03:00:00
