DateTime,03FETEMP.03TI1_3.PNT
1/1/2022 00:05:00,127.808540344238
1/1/2022 00:10:00,127.808540344238
1/1/2022 00:15:00,127.808540344238
1/1/2022 00:20:00,127.808540344238
1/1/2022 00:25:00,127.808540344238
1/1/2022 00:30:00,127.808540344238
1/1/2022 00:35:00,127.808540344238
1/1/2022 00:40:00,127.808540344238
1/1/2022 00:45:00,127.808540344238
1/1/2022 00:50:00,127.808540344238
1/1/2022 00:55:00,127.808540344238
1/1/2022 01:00:00,127.808540344238
1/1/2022 01:05:00,127.808540344238
1/1/2022 01:10:00,127.808540344238
1/1/2022 01:15:00,127.808540344238
1/1/2022 01:20:00,127.808540344238
1/1/2022 01:25:00,127.808540344238
1/1/2022 01:30:00,127.808540344238
1/1/2022 01:35:00,127.808540344238
1/1/2022 01:40:00,127.808540344238
1/1/2022 01:45:00,127.808540344238
1/1/2022 01:50:00,127.808540344238
1/1/2022 01:55:00,127.808540344238
1/1/2022 02:00:00,127.808540344238
1/1/2022 02:05:00,127.808540344238
1/1/2022 02:10:00,127.808540344238
1/1/2022 02:15:00,127.808540344238
1/1/2022 02:20:00,127.808540344238
1/1/2022 02:25:00,127.808540344238
1/1/2022 02:30:00,127.808540344238
1/1/2022 02:35:00,127.808540344238
1/1/2022 02:40:00,127.808540344238
1/1/2022 02:45:00,127.808540344238
1/1/2022 02:50:00,127.808540344238
1/1/2022 02:55:00,127.808540344238
1/1/2022 03:00:00,127.808540344238
1/1/2022 03:05:00,127.808540344238
1/1/2022 03:10:00,127.808540344238
1/1/2022 03:15:00,127.808540344238
1/1/2022 03:20:00,127.808540344238
1/1/2022 03:25:00,127.808540344238
1/1/2022 03:30:00,127.808540344238
1/1/2022 03:35:00,127.808540344238
1/1/2022 03:40:00,127.808540344238
1/1/2022 03:45:00,127.808540344238
1/1/2022 03:50:00,127.808540344238
1/1/2022 03:55:00,127.808540344238
1/1/2022 04:00:00,127.808540344238
1/1/2022 04:05:00,127.808540344238
1/1/2022 04:10:00,127.808540344238
1/1/2022 04:15:00,127.808540344238
1/1/2022 04:20:00,127.808540344238
1/1/2022 04:25:00,127.808540344238
1/1/2022 04:30:00,127.808540344238
1/1/2022 04:35:00,127.808540344238
1/1/2022 04:40:00,127.808540344238
1/1/2022 04:45:00,127.808540344238
