TagName,DateTime,Value,vValue,Unit,StartDateTime
03FEIND.03CO2AR1.PNT,1/1/2023 00:05:00,1168.9453125,1168.9453125,PPM,1/1/2023 00:00:00
03FEIND.03CO2AR1.PNT,1/1/2023 00:10:00,1213.37890625,1213.37890625,PPM,1/1/2023 00:05:00
03FEIND.03CO2AR1.PNT,1/1/2023 00:15:00,1221.6796875,1221.6796875,PPM,1/1/2023 00:10:00
03FEIND.03CO2AR1.PNT,1/1/2023 00:20:00,1263.57421875,1263.57421875,PPM,1/1/2023 00:15:00
03FEIND.03CO2AR1.PNT,1/1/2023 00:25:00,1278.173828125,1278.173828125,PPM,1/1/2023 00:20:00
03FEIND.03CO2AR1.PNT,1/1/2023 00:30:00,1326.07421875,1326.07421875,PPM,1/1/2023 00:25:00
03FEIND.03CO2AR1.PNT,1/1/2023 00:35:00,1384.716796875,1384.716796875,PPM,1/1/2023 00:30:00
03FEIND.03CO2AR1.PNT,1/1/2023 00:40:00,1371.2890625,1371.2890625,PPM,1/1/2023 00:35:00
03FEIND.03CO2AR1.PNT,1/1/2023 00:45:00,1348.388671875,1348.388671875,PPM,1/1/2023 00:40:00
03FEIND.03CO2AR1.PNT,1/1/2023 00:50:00,1353.125,1353.125,PPM,1/1/2023 00:45:00
03FEIND.03CO2AR1.PNT,1/1/2023 00:55:00,1338.623046875,1338.623046875,PPM,1/1/2023 00:50:00
03FEIND.03CO2AR1.PNT,1/1/2023 01:00:00,1329.00390625,1329.00390625,PPM,1/1/2023 00:55:00
03FEIND.03CO2AR1.PNT,1/1/2023 01:05:00,1413.525390625,1413.525390625,PPM,1/1/2023 01:00:00
03FEIND.03CO2AR1.PNT,1/1/2023 01:10:00,1392.822265625,1392.822265625,PPM,1/1/2023 01:05:00
03FEIND.03CO2AR1.PNT,1/1/2023 01:15:00,1385.498046875,1385.498046875,PPM,1/1/2023 01:10:00
03FEIND.03CO2AR1.PNT,1/1/2023 01:20:00,1417.1875,1417.1875,PPM,1/1/2023 01:15:00
03FEIND.03CO2AR1.PNT,1/1/2023 01:25:00,1440.478515625,1440.478515625,PPM,1/1/2023 01:20:00
03FEIND.03CO2AR1.PNT,1/1/2023 01:30:00,1481.298828125,1481.298828125,PPM,1/1/2023 01:25:00
03FEIND.03CO2AR1.PNT,1/1/2023 01:35:00,1442.7734375,1442.7734375,PPM,1/1/2023 01:30:00
03FEIND.03CO2AR1.PNT,1/1/2023 01:40:00,1461.42578125,1461.42578125,PPM,1/1/2023 01:35:00
03FEIND.03CO2AR1.PNT,1/1/2023 01:45:00,1450.5859375,1450.5859375,PPM,1/1/2023 01:40:00
03FEIND.03CO2AR1.PNT,1/1/2023 01:50:00,1450.1953125,1450.1953125,PPM,1/1/2023 01:45:00
03FEIND.03CO2AR1.PNT,1/1/2023 01:55:00,1423.73046875,1423.73046875,PPM,1/1/2023 01:50:00
03FEIND.03CO2AR1.PNT,1/1/2023 02:00:00,1404.833984375,1404.833984375,PPM,1/1/2023 01:55:00
03FEIND.03CO2AR1.PNT,1/1/2023 02:05:00,1425.5859375,1425.5859375,PPM,1/1/2023 02:00:00
03FEIND.03CO2AR1.PNT,1/1/2023 02:10:00,1459.1796875,1459.1796875,PPM,1/1/2023 02:05:00
03FEIND.03CO2AR1.PNT,1/1/2023 02:15:00,1477.34375,1477.34375,PPM,1/1/2023 02:10:00
03FEIND.03CO2AR1.PNT,1/1/2023 02:20:00,1487.01171875,1487.01171875,PPM,1/1/2023 02:15:00
03FEIND.03CO2AR1.PNT,1/1/2023 02:25:00,1503.7109375,1503.7109375,PPM,1/1/2023 02:20:00
03FEIND.03CO2AR1.PNT,1/1/2023 02:30:00,1518.115234375,1518.115234375,PPM,1/1/2023 02:25:00
03FEIND.03CO2AR1.PNT,1/1/2023 02:35:00,1525.244140625,1525.244140625,PPM,1/1/2023 02:30:00
03FEIND.03CO2AR1.PNT,1/1/2023 02:40:00,1535.498046875,1535.498046875,PPM,1/1/2023 02:35:00
03FEIND.03CO2AR1.PNT,1/1/2023 02:45:00,1527.197265625,1527.197265625,PPM,1/1/2023 02:40:00
03FEIND.03CO2AR1.PNT,1/1/2023 02:50:00,1524.21875,1524.21875,PPM,1/1/2023 02:45:00
03FEIND.03CO2AR1.PNT,1/1/2023 02:55:00,1488.8671875,1488.8671875,PPM,1/1/2023 02:50:00
03FEIND.03CO2AR1.PNT,1/1/2023 03:00:00,1432.6171875,1432.6171875,PPM,1/1/2023 02:55:00
03FEIND.03CO2AR1.PNT,1/1/2023 03:05:00,1446.826171875,1446.826171875,PPM,1/1/2023 03:00:00
03FEIND.03CO2AR1.PNT,1/1/2023 03:10:00,1415.0390625,1415.0390625,PPM,1/1/2023 03:05:00
03FEIND.03CO2AR1.PNT,1/1/2023 03:15:00,1391.40625,1391.40625,PPM,1/1/2023 03:10:00
03FEIND.03CO2AR1.PNT,1/1/2023 03:20:00,1372.0703125,1372.0703125,PPM,1/1/2023 03:15:00
03FEIND.03CO2AR1.PNT,1/1/2023 03:25:00,1340.869140625,1340.869140625,PPM,1/1/2023 03:20:00
03FEIND.03CO2AR1.PNT,1/1/2023 03:30:00,1329.443359375,1329.443359375,PPM,1/1/2023 03:25:00
03FEIND.03CO2AR1.PNT,1/1/2023 03:35:00,1287.158203125,1287.158203125,PPM,1/1/2023 03:30:00
03FEIND.03CO2AR1.PNT,1/1/2023 03:40:00,1277.001953125,1277.001953125,PPM,1/1/2023 03:35:00
03FEIND.03CO2AR1.PNT,1/1/2023 03:45:00,1245.5078125,1245.5078125,PPM,1/1/2023 03:40:00
03FEIND.03CO2AR1.PNT,1/1/2023 03:50:00,1204.833984375,1204.833984375,PPM,1/1/2023 03:45:00
03FEIND.03CO2AR1.PNT,1/1/2023 03:55:00,1194.62890625,1194.62890625,PPM,1/1/2023 03:50:00
03FEIND.03CO2AR1.PNT,1/1/2023 04:00:00,1172.412109375,1172.412109375,PPM,1/1/2023 03:55:00
03FEIND.03CO2AR1.PNT,1/1/2023 04:05:00,1175,1175,PPM,1/1/2023 04:00:00
03FEIND.03CO2AR1.PNT,1/1/2023 04:10:00,1171.630859375,1171.630859375,PPM,1/1/2023 04:05:00
03FEIND.03CO2AR1.PNT,1/1/2023 04:15:00,1173.291015625,1173.291015625,PPM,1/1/2023 04:10:00
03FEIND.03CO2AR1.PNT,1/1/2023 04:20:00,1176.07421875,1176.07421875,PPM,1/1/2023 04:15:00
03FEIND.03CO2AR1.PNT,1/1/2023 04:25:00,1177.05078125,1177.05078125,PPM,1/1/2023 04:20:00
03FEIND.03CO2AR1.PNT,1/1/2023 04:30:00,1180.419921875,1180.419921875,PPM,1/1/2023 04:25:00
03FEIND.03CO2AR1.PNT,1/1/2023 04:35:00,1159.9609375,1159.9609375,PPM,1/1/2023 04:30:00
03FEIND.03CO2AR1.PNT,1/1/2023 04:40:00,1156.0546875,1156.0546875,PPM,1/1/2023 04:35:00
03FEIND.03CO2AR1.PNT,1/1/2023 04:45:00,1159.08203125,1159.08203125,PPM,1/1/2023 04:40:00
03FEIND.03CO2AR1.PNT,1/1/2023 04:50:00,1163.720703125,1163.720703125,PPM,1/1/2023 04:45:00
03FEIND.03CO2AR1.PNT,1/1/2023 04:55:00,1175.87890625,1175.87890625,PPM,1/1/2023 04:50:00
03FEIND.03CO2AR1.PNT,1/1/2023 05:00:00,1167.7734375,1167.7734375,PPM,1/1/2023 04:55:00
03FEIND.03CO2AR1.PNT,1/1/2023 05:05:00,1177.63671875,1177.63671875,PPM,1/1/2023 05:00:00
03FEIND.03CO2AR1.PNT,1/1/2023 05:10:00,1198.095703125,1198.095703125,PPM,1/1/2023 05:05:00
03FEIND.03CO2AR1.PNT,1/1/2023 05:15:00,1208.447265625,1208.447265625,PPM,1/1/2023 05:10:00
03FEIND.03CO2AR1.PNT,1/1/2023 05:20:00,1214.794921875,1214.794921875,PPM,1/1/2023 05:15:00
03FEIND.03CO2AR1.PNT,1/1/2023 05:25:00,1237.01171875,1237.01171875,PPM,1/1/2023 05:20:00
03FEIND.03CO2AR1.PNT,1/1/2023 05:30:00,1234.326171875,1234.326171875,PPM,1/1/2023 05:25:00
03FEIND.03CO2AR1.PNT,1/1/2023 05:35:00,1248.33984375,1248.33984375,PPM,1/1/2023 05:30:00
03FEIND.03CO2AR1.PNT,1/1/2023 05:40:00,1251.806640625,1251.806640625,PPM,1/1/2023 05:35:00
03FEIND.03CO2AR1.PNT,1/1/2023 05:45:00,1262.59765625,1262.59765625,PPM,1/1/2023 05:40:00
03FEIND.03CO2AR1.PNT,1/1/2023 05:50:00,1278.564453125,1278.564453125,PPM,1/1/2023 05:45:00
03FEIND.03CO2AR1.PNT,1/1/2023 05:55:00,1276.708984375,1276.708984375,PPM,1/1/2023 05:50:00
03FEIND.03CO2AR1.PNT,1/1/2023 06:00:00,1245.41015625,1245.41015625,PPM,1/1/2023 05:55:00
03FEIND.03CO2AR1.PNT,1/1/2023 06:05:00,1256.8359375,1256.8359375,PPM,1/1/2023 06:00:00
03FEIND.03CO2AR1.PNT,1/1/2023 06:10:00,1252.294921875,1252.294921875,PPM,1/1/2023 06:05:00
03FEIND.03CO2AR1.PNT,1/1/2023 06:15:00,1247.65625,1247.65625,PPM,1/1/2023 06:10:00
03FEIND.03CO2AR1.PNT,1/1/2023 06:20:00,1271.97265625,1271.97265625,PPM,1/1/2023 06:15:00
03FEIND.03CO2AR1.PNT,1/1/2023 06:25:00,1271.6796875,1271.6796875,PPM,1/1/2023 06:20:00
03FEIND.03CO2AR1.PNT,1/1/2023 06:30:00,1271.142578125,1271.142578125,PPM,1/1/2023 06:25:00
03FEIND.03CO2AR1.PNT,1/1/2023 06:35:00,1280.95703125,1280.95703125,PPM,1/1/2023 06:30:00
03FEIND.03CO2AR1.PNT,1/1/2023 06:40:00,1289.6484375,1289.6484375,PPM,1/1/2023 06:35:00
03FEIND.03CO2AR1.PNT,1/1/2023 06:45:00,1302.783203125,1302.783203125,PPM,1/1/2023 06:40:00
03FEIND.03CO2AR1.PNT,1/1/2023 06:50:00,1327.34375,1327.34375,PPM,1/1/2023 06:45:00
03FEIND.03CO2AR1.PNT,1/1/2023 06:55:00,1340.380859375,1340.380859375,PPM,1/1/2023 06:50:00
03FEIND.03CO2AR1.PNT,1/1/2023 07:00:00,1353.22265625,1353.22265625,PPM,1/1/2023 06:55:00
03FEIND.03CO2AR1.PNT,1/1/2023 07:05:00,1335.25390625,1335.25390625,PPM,1/1/2023 07:00:00
03FEIND.03CO2AR1.PNT,1/1/2023 07:10:00,1366.162109375,1366.162109375,PPM,1/1/2023 07:05:00
03FEIND.03CO2AR1.PNT,1/1/2023 07:15:00,1368.310546875,1368.310546875,PPM,1/1/2023 07:10:00
03FEIND.03CO2AR1.PNT,1/1/2023 07:20:00,1352.5390625,1352.5390625,PPM,1/1/2023 07:15:00
03FEIND.03CO2AR1.PNT,1/1/2023 07:25:00,1362.01171875,1362.01171875,PPM,1/1/2023 07:20:00
03FEIND.03CO2AR1.PNT,1/1/2023 07:30:00,1356.494140625,1356.494140625,PPM,1/1/2023 07:25:00
03FEIND.03CO2AR1.PNT,1/1/2023 07:35:00,1365.576171875,1365.576171875,PPM,1/1/2023 07:30:00
03FEIND.03CO2AR1.PNT,1/1/2023 07:40:00,1385.302734375,1385.302734375,PPM,1/1/2023 07:35:00
03FEIND.03CO2AR1.PNT,1/1/2023 07:45:00,1378.61328125,1378.61328125,PPM,1/1/2023 07:40:00
03FEIND.03CO2AR1.PNT,1/1/2023 07:50:00,1410.302734375,1410.302734375,PPM,1/1/2023 07:45:00
03FEIND.03CO2AR1.PNT,1/1/2023 07:55:00,1405.76171875,1405.76171875,PPM,1/1/2023 07:50:00
03FEIND.03CO2AR1.PNT,1/1/2023 08:00:00,1418.1640625,1418.1640625,PPM,1/1/2023 07:55:00
03FEIND.03CO2AR1.PNT,1/1/2023 08:05:00,1433.3984375,1433.3984375,PPM,1/1/2023 08:00:00
03FEIND.03CO2AR1.PNT,1/1/2023 08:10:00,1444.3359375,1444.3359375,PPM,1/1/2023 08:05:00
03FEIND.03CO2AR1.PNT,1/1/2023 08:15:00,1462.20703125,1462.20703125,PPM,1/1/2023 08:10:00
03FEIND.03CO2AR1.PNT,1/1/2023 08:20:00,1481.884765625,1481.884765625,PPM,1/1/2023 08:15:00
