TagName,DateTime,Value,vValue,Unit,StartDateTime
03FECONTROL.03PRC2.MEAS,1/1/2023 00:05:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 00:00:00
03FECONTROL.03PRC2.MEAS,1/1/2023 00:10:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 00:05:00
03FECONTROL.03PRC2.MEAS,1/1/2023 00:15:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 00:10:00
03FECONTROL.03PRC2.MEAS,1/1/2023 00:20:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 00:15:00
03FECONTROL.03PRC2.MEAS,1/1/2023 00:25:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 00:20:00
03FECONTROL.03PRC2.MEAS,1/1/2023 00:30:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 00:25:00
03FECONTROL.03PRC2.MEAS,1/1/2023 00:35:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 00:30:00
03FECONTROL.03PRC2.MEAS,1/1/2023 00:40:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 00:35:00
03FECONTROL.03PRC2.MEAS,1/1/2023 00:45:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 00:40:00
03FECONTROL.03PRC2.MEAS,1/1/2023 00:50:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 00:45:00
03FECONTROL.03PRC2.MEAS,1/1/2023 00:55:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 00:50:00
03FECONTROL.03PRC2.MEAS,1/1/2023 01:00:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 00:55:00
03FECONTROL.03PRC2.MEAS,1/1/2023 01:05:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 01:00:00
03FECONTROL.03PRC2.MEAS,1/1/2023 01:10:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 01:05:00
03FECONTROL.03PRC2.MEAS,1/1/2023 01:15:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 01:10:00
03FECONTROL.03PRC2.MEAS,1/1/2023 01:20:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 01:15:00
03FECONTROL.03PRC2.MEAS,1/1/2023 01:25:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 01:20:00
03FECONTROL.03PRC2.MEAS,1/1/2023 01:30:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 01:25:00
03FECONTROL.03PRC2.MEAS,1/1/2023 01:35:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 01:30:00
03FECONTROL.03PRC2.MEAS,1/1/2023 01:40:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 01:35:00
03FECONTROL.03PRC2.MEAS,1/1/2023 01:45:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 01:40:00
03FECONTROL.03PRC2.MEAS,1/1/2023 01:50:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 01:45:00
03FECONTROL.03PRC2.MEAS,1/1/2023 01:55:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 01:50:00
03FECONTROL.03PRC2.MEAS,1/1/2023 02:00:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 01:55:00
03FECONTROL.03PRC2.MEAS,1/1/2023 02:05:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 02:00:00
03FECONTROL.03PRC2.MEAS,1/1/2023 02:10:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 02:05:00
03FECONTROL.03PRC2.MEAS,1/1/2023 02:15:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 02:10:00
03FECONTROL.03PRC2.MEAS,1/1/2023 02:20:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 02:15:00
03FECONTROL.03PRC2.MEAS,1/1/2023 02:25:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 02:20:00
03FECONTROL.03PRC2.MEAS,1/1/2023 02:30:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 02:25:00
03FECONTROL.03PRC2.MEAS,1/1/2023 02:35:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 02:30:00
03FECONTROL.03PRC2.MEAS,1/1/2023 02:40:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 02:35:00
03FECONTROL.03PRC2.MEAS,1/1/2023 02:45:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 02:40:00
03FECONTROL.03PRC2.MEAS,1/1/2023 02:50:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 02:45:00
03FECONTROL.03PRC2.MEAS,1/1/2023 02:55:00,0.355664044618607,0.35566404461860657,ate,1/1/2023 02:50:00
